order_id,customer_id,category,sales_amount,order_date,device,promo_code,review_score
983,404,Beauty,165.88,2025-07-15,desktop,,4
984,559,Clothing,334.62,2025-09-01,mobile,FLASH30,5
985,394,Toys,463.0,2025-08-02,mobile,,2
986,138,Electronics,45.16,2025-01-09,mobile,,4
987,140,Electronics,77.24,2025-08-01,desktop,,5
988,185,Books,259.61,2025-10-10,desktop,,3
989,232,Clothing,218.14,2025-01-04,tablet,,2
990,730,Sports,141.93,2025-10-07,tablet,,1
991,39,Sports,246.8,2025-07-08,mobile,,1
992,146,Beauty,368.33,2025-05-24,desktop,SUMMER20,5
993,625,Electronics,130.16,2025-11-19,tablet,SUMMER20,5
994,594,Home & Garden,310.39,2025-06-25,tablet,SAVE10,4
995,465,Sports,453.97,2025-10-21,tablet,,4
996,362,Toys,154.36,2025-03-27,mobile,,5
997,267,Electronics,318.36,2025-10-24,mobile,SAVE10,3
998,756,Sports,23.38,2025-09-06,mobile,WELCOME15,5
999,79,Toys,394.04,2025-05-10,mobile,,3
1000,264,Electronics,373.3,2025-11-06,mobile,WELCOME15,4
1001,379,Toys,95.95,2025-12-25,mobile,,2
1002,541,Toys,26.21,2025-02-13,mobile,WELCOME15,4
1003,771,Books,387.48,2025-05-02,tablet,,2
1004,216,Sports,369.84,2025-06-26,mobile,,1
1005,54,Clothing,237.37,2025-09-01,desktop,,5
1006,240,Books,344.92,2025-07-19,desktop,,2
1007,544,Toys,223.02,2025-05-28,desktop,,3
1008,543,Beauty,478.38,2025-02-19,tablet,,4
1009,626,Beauty,430.59,2025-06-21,desktop,,1
1010,262,Beauty,296.25,2025-08-25,tablet,FLASH30,5
1011,789,Clothing,264.78,2025-12-13,tablet,WELCOME15,3
1012,561,Electronics,339.67,2025-02-04,mobile,,1
1013,538,Electronics,345.89,2025-06-29,mobile,,3
1014,198,Electronics,21.61,2025-02-17,mobile,FLASH30,5
1015,654,Electronics,356.96,2025-03-03,mobile,WELCOME15,4
1016,673,Toys,450.95,2025-10-17,mobile,SUMMER20,2
1017,260,Home & Garden,238.81,2025-02-08,tablet,,3
1018,788,Books,349.19,2025-12-08,desktop,,2
1019,800,Electronics,145.87,2025-02-01,desktop,,3
1020,62,Home & Garden,478.25,2025-05-16,mobile,,1
1021,504,Clothing,309.05,2025-04-02,tablet,,1
1022,148,Sports,386.67,2025-04-22,tablet,SUMMER20,4
1023,733,Home & Garden,60.61,2025-02-07,mobile,,4
1024,20,Books,82.94,2025-11-24,mobile,SAVE10,4
1025,273,Clothing,353.03,2025-07-20,tablet,SAVE10,5
1026,725,Toys,250.43,2025-08-12,desktop,SUMMER20,5
1027,232,Electronics,198.37,2025-12-19,desktop,SUMMER20,5
1028,549,Home & Garden,173.39,2025-06-05,desktop,SAVE10,1
1029,375,Sports,428.14,2025-06-24,mobile,,3
1030,664,Clothing,96.54,2025-01-21,desktop,FLASH30,3
1031,713,Books,449.27,2025-11-19,tablet,,4
1032,87,Beauty,224.61,2025-04-08,mobile,SAVE10,2
1033,26,Beauty,498.23,2025-05-03,desktop,,1
1034,554,Beauty,160.79,2025-10-01,desktop,SAVE10,1
1035,348,Electronics,175.48,2025-01-22,desktop,SUMMER20,2
1036,670,Beauty,266.33,2025-12-14,tablet,WELCOME15,5
1037,239,Electronics,28.07,2025-03-14,desktop,SAVE10,4
1038,634,Electronics,128.91,2025-11-29,mobile,SAVE10,2
1039,648,Electronics,453.28,2025-02-19,desktop,WELCOME15,5
1040,66,Toys,410.56,2025-02-28,desktop,FLASH30,1
1041,208,Books,175.3,2025-12-14,desktop,,1
1042,701,Sports,277.48,2025-06-14,mobile,SAVE10,5
1043,178,Home & Garden,40.98,2025-05-21,mobile,,2
1044,714,Home & Garden,281.17,2025-08-13,mobile,SAVE10,2
1045,103,Toys,425.21,2025-11-10,desktop,WELCOME15,1
1046,499,Electronics,13.11,2025-04-02,mobile,,4
1047,711,Toys,398.2,2025-09-01,tablet,WELCOME15,2
1048,147,Beauty,142.77,2025-08-19,desktop,FLASH30,2
1049,626,Beauty,28.43,2025-04-03,tablet,,5
1050,91,Beauty,414.98,2025-06-04,desktop,,1
1051,572,Clothing,104.03,2025-09-29,mobile,,5
1052,520,Clothing,237.47,2025-11-17,tablet,FLASH30,3
1053,55,Clothing,65.21,2025-03-18,tablet,,4
1054,181,Clothing,338.37,2025-01-23,mobile,,3
1055,215,Books,133.18,2025-11-12,desktop,SAVE10,1
1056,759,Electronics,463.18,2025-04-01,mobile,SAVE10,4
1057,528,Electronics,44.72,2025-05-01,tablet,,5
1058,594,Home & Garden,215.34,2025-12-13,desktop,FLASH30,1
1059,334,Clothing,58.05,2025-07-31,mobile,,2
1060,76,Books,296.7,2025-01-28,desktop,WELCOME15,2
1061,625,Books,97.25,2025-07-11,mobile,,2
1062,648,Home & Garden,488.02,2025-04-14,desktop,WELCOME15,1
1063,709,Sports,39.23,2025-03-11,mobile,,4
1064,429,Clothing,382.57,2025-04-23,desktop,WELCOME15,5
1065,175,Sports,485.37,2025-04-28,mobile,,5
1066,501,Toys,497.88,2025-10-30,desktop,,3
1067,15,Beauty,219.77,2025-05-07,mobile,,4
1068,594,Clothing,446.99,2025-10-30,mobile,SAVE10,4
1069,46,Electronics,495.72,2025-09-16,mobile,,5
1070,404,Books,406.76,2025-12-23,mobile,,4
1071,247,Electronics,283.66,2025-01-07,tablet,,2
1072,136,Home & Garden,154.94,2025-11-28,mobile,SAVE10,4
1073,686,Home & Garden,89.28,2025-08-24,tablet,SAVE10,4
1074,475,Toys,77.93,2025-12-27,desktop,WELCOME15,3
1075,642,Books,354.91,2025-01-01,tablet,SUMMER20,4
1076,708,Home & Garden,270.15,2025-06-01,desktop,,5
1077,556,Sports,399.29,2025-12-17,mobile,,1
1078,528,Beauty,188.36,2025-01-27,mobile,,3
1079,477,Sports,30.03,2025-07-07,mobile,SUMMER20,5
1080,727,Toys,110.31,2025-06-21,mobile,SUMMER20,4
1081,756,Toys,294.26,2025-12-26,mobile,FLASH30,3
1082,362,Home & Garden,256.75,2025-08-05,desktop,SAVE10,1
1083,382,Home & Garden,231.68,2025-09-14,tablet,SUMMER20,4
1084,727,Sports,342.37,2025-09-30,desktop,,5
1085,377,Toys,339.92,2025-12-21,mobile,FLASH30,4
1086,90,Electronics,201.43,2025-04-02,desktop,SUMMER20,1
1087,169,Home & Garden,64.89,2025-03-17,desktop,WELCOME15,2
1088,534,Beauty,21.12,2025-08-02,tablet,WELCOME15,4
1089,356,Books,227.49,2025-11-27,mobile,,2
1090,65,Electronics,437.18,2025-04-29,tablet,,4
1091,593,Home & Garden,331.32,2025-06-17,desktop,,4
1092,312,Sports,74.66,2025-06-06,mobile,,2
1093,496,Home & Garden,485.65,2025-01-25,mobile,,3
1094,467,Clothing,313.13,2025-03-24,tablet,,2
1095,180,Toys,356.97,2025-12-08,mobile,WELCOME15,2
1096,120,Electronics,496.95,2025-10-22,mobile,,3
1097,379,Clothing,110.53,2025-12-29,mobile,,3
1098,152,Home & Garden,229.73,2025-03-25,tablet,,1
1099,26,Books,466.22,2025-03-16,desktop,,2
1100,5,Beauty,277.61,2025-09-17,desktop,,4
1101,297,Toys,490.54,2025-10-21,tablet,WELCOME15,5
1102,747,Books,175.96,2025-02-27,tablet,,1
1103,143,Beauty,279.97,2025-06-07,mobile,,5
1104,226,Books,185.12,2025-06-17,mobile,FLASH30,5
1105,540,Clothing,392.83,2025-05-23,mobile,SAVE10,1
1106,552,Toys,228.27,2025-12-10,mobile,,2
1107,503,Home & Garden,305.55,2025-09-19,mobile,,4
1108,152,Beauty,428.36,2025-07-09,desktop,,1
1109,292,Home & Garden,182.16,2025-08-17,tablet,SUMMER20,2
1110,746,Books,373.35,2025-08-01,desktop,,2
1111,746,Books,367.02,2025-08-01,mobile,SUMMER20,2
1112,213,Home & Garden,242.56,2025-09-26,desktop,SUMMER20,5
1113,775,Books,53.34,2025-07-29,tablet,,4
1114,180,Sports,236.44,2025-10-18,mobile,FLASH30,2
1115,391,Home & Garden,281.39,2025-01-22,desktop,,4
1116,573,Beauty,237.09,2025-01-14,mobile,WELCOME15,3
1117,308,Beauty,418.78,2025-08-30,mobile,,4
1118,184,Books,454.33,2025-11-27,mobile,SAVE10,1
1119,784,Home & Garden,251.59,2025-02-04,tablet,,5
1120,493,Sports,223.67,2025-05-13,tablet,,1
1121,383,Sports,369.15,2025-01-09,desktop,WELCOME15,5
1122,60,Clothing,166.64,2025-12-21,mobile,,2
1123,55,Home & Garden,186.97,2025-11-22,desktop,SAVE10,3
1124,299,Sports,323.08,2025-02-09,tablet,FLASH30,2
1125,784,Electronics,303.39,2025-03-27,tablet,,3
1126,702,Toys,157.53,2025-12-17,tablet,,1
1127,548,Sports,182.3,2025-03-15,mobile,WELCOME15,5
1128,289,Home & Garden,391.62,2025-07-30,desktop,WELCOME15,1
1129,224,Clothing,256.66,2025-04-07,tablet,SUMMER20,4
1130,472,Electronics,67.12,2025-03-09,mobile,,3
1131,320,Beauty,187.66,2025-08-15,tablet,,2
1132,727,Home & Garden,24.09,2025-03-02,mobile,WELCOME15,2
1133,705,Clothing,160.64,2025-04-18,mobile,SUMMER20,4
1134,708,Toys,394.17,2025-02-09,mobile,,4
1135,44,Clothing,62.83,2025-12-04,tablet,SAVE10,4
1136,122,Home & Garden,31.21,2025-06-04,tablet,SAVE10,1
1137,127,Sports,110.65,2025-04-13,mobile,,1
1138,93,Clothing,424.47,2025-05-23,tablet,,3
1139,165,Toys,255.31,2025-11-10,mobile,SUMMER20,1
1140,593,Toys,16.85,2025-04-22,tablet,FLASH30,3
1141,176,Toys,273.19,2025-02-20,mobile,,3
1142,715,Sports,100.71,2025-12-11,mobile,WELCOME15,3
1143,389,Books,114.99,2025-04-27,desktop,SUMMER20,3
1144,127,Books,64.05,2025-03-11,desktop,,3
1145,571,Beauty,29.9,2025-06-17,desktop,SUMMER20,4
1146,291,Books,304.19,2025-06-09,tablet,,2
1147,568,Books,152.39,2025-08-08,mobile,SUMMER20,4
1148,696,Home & Garden,97.86,2025-12-12,desktop,SUMMER20,4
1149,449,Sports,332.69,2025-02-13,mobile,WELCOME15,4
1150,411,Beauty,299.37,2025-02-22,tablet,WELCOME15,1
1151,373,Clothing,175.93,2025-11-01,desktop,SUMMER20,2
1152,435,Beauty,254.56,2025-10-25,tablet,,4
1153,365,Books,336.67,2025-07-27,desktop,,2
1154,787,Books,62.94,2025-05-09,desktop,,2
1155,644,Clothing,24.56,2025-01-28,mobile,,1
1156,184,Books,306.25,2025-06-17,mobile,,5
1157,639,Electronics,382.48,2025-12-05,tablet,,4
1158,207,Home & Garden,334.43,2025-09-09,tablet,,5
1159,352,Toys,431.24,2025-10-07,mobile,SAVE10,4
1160,122,Books,230.56,2025-07-12,desktop,,1
1161,34,Clothing,282.77,2025-06-05,tablet,WELCOME15,4
1162,442,Clothing,163.11,2025-07-19,desktop,SUMMER20,5
1163,692,Books,333.44,2025-12-17,tablet,,4
1164,576,Toys,86.59,2025-01-29,desktop,,4
1165,606,Books,312.3,2025-06-30,desktop,,1
1166,29,Sports,32.11,2025-07-07,desktop,SAVE10,3
1167,390,Electronics,219.79,2025-07-02,desktop,,1
1168,678,Clothing,131.33,2025-11-28,desktop,SUMMER20,1
1169,313,Electronics,175.42,2025-01-11,tablet,,1
1170,472,Beauty,433.05,2025-10-18,tablet,,3
1171,21,Beauty,240.15,2025-01-12,desktop,,5
1172,400,Home & Garden,290.54,2025-09-08,mobile,FLASH30,3
1173,509,Sports,407.61,2025-12-08,desktop,WELCOME15,5
1174,307,Home & Garden,485.02,2025-04-14,desktop,SUMMER20,5
1175,220,Home & Garden,139.93,2025-06-02,tablet,,2
1176,640,Beauty,479.39,2025-10-24,mobile,,3
1177,69,Sports,402.58,2025-09-01,desktop,FLASH30,3
1178,79,Beauty,413.63,2025-09-16,desktop,,5
1179,321,Clothing,213.01,2025-05-09,tablet,,5
1180,185,Electronics,317.64,2025-09-22,mobile,,2
1181,677,Toys,373.68,2025-08-28,desktop,,5
1182,745,Beauty,39.34,2025-04-13,desktop,,2
1183,247,Clothing,375.75,2025-06-03,desktop,,3
1184,66,Beauty,109.74,2025-07-31,desktop,,2
1185,263,Beauty,304.6,2025-07-27,mobile,SUMMER20,2
1186,197,Electronics,130.34,2025-06-08,desktop,,5
1187,447,Books,326.99,2025-01-19,mobile,WELCOME15,3
1188,140,Electronics,136.61,2025-05-23,tablet,WELCOME15,1
1189,740,Books,393.29,2025-01-29,mobile,,5
1190,306,Toys,41.16,2025-07-28,desktop,SUMMER20,4
1191,742,Toys,78.87,2025-02-27,tablet,SUMMER20,5
1192,681,Toys,294.41,2025-09-26,desktop,,1
1193,244,Sports,69.92,2025-06-10,desktop,,2
1194,434,Clothing,80.7,2025-03-31,mobile,,4
1195,419,Home & Garden,432.82,2025-01-29,desktop,,1
1196,325,Sports,217.65,2025-12-16,mobile,,2
1197,372,Books,360.68,2025-06-07,mobile,SAVE10,1
1198,708,Toys,339.08,2025-05-10,tablet,,3
1199,655,Beauty,187.8,2025-12-17,mobile,FLASH30,4
1200,398,Electronics,455.8,2025-07-21,desktop,,1
1201,775,Clothing,155.74,2025-03-24,desktop,,4
1202,35,Home & Garden,434.56,2025-09-09,desktop,,3
1203,735,Books,439.61,2025-02-21,mobile,,5
1204,68,Home & Garden,216.23,2025-10-08,tablet,,4
1205,712,Electronics,383.37,2025-11-25,tablet,WELCOME15,4
1206,657,Clothing,11.51,2025-04-13,tablet,,3
1207,590,Electronics,64.31,2025-05-08,tablet,WELCOME15,5
1208,703,Books,398.39,2025-06-13,desktop,,2
1209,267,Clothing,346.86,2025-06-17,desktop,FLASH30,1
1210,425,Home & Garden,99.13,2025-07-13,tablet,FLASH30,1
1211,24,Sports,327.08,2025-11-17,mobile,SUMMER20,4
1212,204,Home & Garden,353.62,2025-03-28,mobile,,5
1213,440,Sports,137.48,2025-02-15,desktop,WELCOME15,5
1214,121,Electronics,362.11,2025-08-11,desktop,,1
1215,230,Beauty,109.54,2025-05-17,desktop,,4
1216,134,Books,429.61,2025-11-04,mobile,,2
1217,429,Clothing,210.18,2025-03-16,mobile,,3
1218,242,Sports,230.98,2025-05-08,desktop,,1
1219,11,Books,75.27,2025-06-15,tablet,,2
1220,731,Books,357.14,2025-11-02,desktop,SUMMER20,1
1221,571,Electronics,35.54,2025-05-01,desktop,,5
1222,687,Toys,303.13,2025-01-24,mobile,,5
1223,635,Books,158.23,2025-07-22,tablet,,2
1224,573,Electronics,294.44,2025-05-14,mobile,,3
1225,480,Clothing,53.93,2025-12-30,tablet,,2
1226,267,Electronics,163.5,2025-03-07,desktop,,3
1227,441,Home & Garden,452.37,2025-05-15,tablet,,5
1228,321,Books,447.41,2025-06-11,tablet,,2
1229,570,Toys,462.2,2025-11-22,desktop,SAVE10,2
1230,153,Electronics,122.63,2025-01-19,desktop,,2
1231,723,Books,223.85,2025-09-11,mobile,,3
1232,727,Sports,247.75,2025-09-10,mobile,WELCOME15,1
1233,358,Electronics,109.83,2025-05-26,mobile,WELCOME15,5
1234,280,Sports,446.54,2025-10-27,mobile,SAVE10,5
1235,786,Sports,98.48,2025-02-09,mobile,,1
1236,337,Electronics,149.3,2025-12-15,mobile,,3
1237,605,Electronics,420.12,2025-03-20,mobile,SUMMER20,4
1238,725,Beauty,245.13,2025-11-18,desktop,SAVE10,3
1239,45,Beauty,314.96,2025-08-20,desktop,WELCOME15,2
1240,50,Toys,325.39,2025-06-15,mobile,SUMMER20,5
1241,617,Books,55.35,2025-05-11,mobile,FLASH30,4
1242,92,Electronics,427.65,2025-03-25,desktop,,3
1243,663,Toys,477.67,2025-03-20,mobile,,4
1244,443,Beauty,405.11,2025-06-08,tablet,WELCOME15,3
1245,682,Electronics,417.71,2025-09-20,mobile,,4
1246,398,Books,141.55,2025-11-04,desktop,SUMMER20,4
1247,378,Sports,101.31,2025-11-19,desktop,SUMMER20,1
1248,526,Home & Garden,486.9,2025-12-13,mobile,WELCOME15,4
1249,540,Beauty,327.14,2025-02-12,desktop,,4
1250,82,Toys,244.03,2025-03-18,mobile,,2
1251,536,Books,154.79,2025-01-25,tablet,SUMMER20,1
1252,526,Electronics,260.22,2025-07-31,mobile,,5
1253,260,Home & Garden,134.88,2025-02-11,tablet,SAVE10,1
1254,759,Beauty,236.81,2025-04-04,desktop,SAVE10,1
1255,427,Beauty,155.85,2025-10-28,tablet,,4
1256,639,Toys,139.89,2025-04-06,mobile,WELCOME15,1
1257,765,Sports,137.07,2025-12-11,mobile,,5
1258,19,Electronics,203.52,2025-01-07,mobile,,4
1259,709,Books,435.7,2025-11-05,tablet,,3
1260,634,Toys,487.22,2025-07-04,tablet,,3
1261,90,Clothing,76.21,2025-04-08,mobile,SAVE10,2
1262,28,Clothing,245.75,2025-03-16,tablet,FLASH30,4
1263,642,Toys,397.11,2025-04-08,mobile,,4
1264,152,Books,216.72,2025-03-01,mobile,WELCOME15,4
1265,497,Books,19.62,2025-08-19,tablet,FLASH30,2
1266,302,Sports,416.43,2025-07-20,mobile,,1
1267,106,Beauty,425.34,2025-08-10,desktop,,5
1268,611,Beauty,281.61,2025-05-29,mobile,,4
1269,498,Sports,299.61,2025-11-10,tablet,,2
1270,732,Electronics,268.87,2025-08-05,tablet,,5
1271,66,Home & Garden,447.51,2025-08-02,desktop,SUMMER20,4
1272,638,Beauty,179.91,2025-12-24,desktop,SAVE10,2
1273,295,Beauty,104.18,2025-06-26,desktop,FLASH30,5
1274,225,Sports,455.44,2025-06-23,tablet,,2
1275,301,Beauty,358.58,2025-08-02,tablet,,4
1276,166,Sports,111.53,2025-12-20,tablet,SUMMER20,4
1277,133,Clothing,107.75,2025-11-07,desktop,SUMMER20,4
1278,506,Home & Garden,125.01,2025-10-13,mobile,SAVE10,3
1279,268,Home & Garden,341.69,2025-03-31,tablet,SAVE10,1
1280,346,Books,65.84,2025-04-27,mobile,FLASH30,4
1281,265,Home & Garden,394.59,2025-01-24,tablet,,2
1282,707,Toys,262.54,2025-12-09,mobile,SAVE10,4
1283,469,Toys,380.32,2025-02-24,tablet,SUMMER20,5
1284,43,Sports,61.65,2025-11-19,mobile,FLASH30,3
1285,161,Beauty,153.14,2025-08-15,tablet,,1
1286,158,Beauty,188.23,2025-03-12,mobile,FLASH30,4
1287,426,Toys,386.83,2025-05-06,desktop,,3
1288,518,Clothing,51.76,2025-07-10,tablet,,3
1289,645,Beauty,130.27,2025-09-29,desktop,FLASH30,2
1290,440,Books,459.83,2025-08-23,tablet,,1
1291,454,Clothing,387.37,2025-09-22,mobile,SUMMER20,3
1292,323,Books,491.15,2025-03-26,desktop,SAVE10,4
1293,778,Electronics,333.49,2025-11-25,mobile,SAVE10,5
1294,303,Books,206.98,2025-12-15,tablet,,3
1295,353,Electronics,415.23,2025-09-28,tablet,WELCOME15,4
1296,457,Beauty,110.52,2025-10-06,tablet,,3
1297,665,Books,389.95,2025-06-04,mobile,SAVE10,5
1298,343,Books,365.3,2025-03-06,tablet,,2
1299,96,Sports,280.38,2025-09-24,desktop,WELCOME15,1
1300,29,Toys,274.57,2025-05-13,mobile,,4
1301,518,Electronics,368.67,2025-07-10,desktop,,1
1302,49,Toys,328.97,2025-03-05,desktop,,5
1303,755,Electronics,232.04,2025-05-01,tablet,FLASH30,3
1304,307,Home & Garden,336.79,2025-10-21,tablet,WELCOME15,4
1305,533,Beauty,131.34,2025-06-17,tablet,FLASH30,3
1306,466,Electronics,81.81,2025-08-06,desktop,SUMMER20,1
1307,64,Books,445.37,2025-09-01,mobile,,1
1308,379,Beauty,267.87,2025-10-29,tablet,,3
1309,599,Books,321.87,2025-08-14,tablet,,4
1310,167,Clothing,257.84,2025-09-06,tablet,,2
1311,722,Sports,433.0,2025-03-02,tablet,FLASH30,4
1312,485,Electronics,375.78,2025-10-14,desktop,SUMMER20,5
1313,419,Electronics,69.22,2025-10-20,desktop,SAVE10,5
1314,157,Electronics,192.02,2025-07-11,desktop,,4
1315,29,Toys,80.01,2025-10-29,desktop,SAVE10,3
1316,291,Clothing,99.71,2025-09-08,mobile,SUMMER20,5
1317,358,Electronics,436.51,2025-08-02,desktop,,5
1318,464,Home & Garden,392.86,2025-09-01,tablet,WELCOME15,2
1319,517,Beauty,235.86,2025-08-19,tablet,,2
1320,746,Home & Garden,53.76,2025-11-16,tablet,,4
1321,239,Books,176.11,2025-01-24,tablet,,3
1322,662,Electronics,434.32,2025-12-29,mobile,,5
1323,661,Electronics,325.52,2025-02-13,mobile,SAVE10,5
1324,535,Clothing,377.77,2025-09-15,mobile,SUMMER20,5
1325,185,Electronics,144.73,2025-04-16,mobile,,1
1326,547,Sports,167.01,2025-10-29,mobile,,1
1327,349,Books,98.45,2025-01-13,tablet,,4
1328,264,Electronics,66.18,2025-02-20,tablet,WELCOME15,3
1329,148,Clothing,135.22,2025-02-15,mobile,,4
1330,695,Clothing,38.87,2025-06-16,mobile,SAVE10,1
1331,306,Books,58.38,2025-03-14,desktop,,3
1332,385,Toys,450.76,2025-01-27,mobile,FLASH30,5
1333,601,Clothing,251.56,2025-09-16,desktop,SUMMER20,3
1334,63,Home & Garden,237.76,2025-07-28,mobile,,1
1335,418,Beauty,124.53,2025-01-10,desktop,SUMMER20,2
1336,782,Sports,329.26,2025-03-06,desktop,,4
1337,86,Toys,321.54,2025-04-15,mobile,,5
1338,173,Toys,130.13,2025-08-05,tablet,,1
1339,2,Toys,237.68,2025-11-14,desktop,WELCOME15,1
1340,62,Books,143.92,2025-05-09,tablet,,3
1341,648,Clothing,296.73,2025-09-19,desktop,SAVE10,2
1342,757,Sports,285.91,2025-06-03,mobile,,1
1343,144,Beauty,282.67,2025-05-24,desktop,FLASH30,5
1344,517,Toys,165.97,2025-12-16,desktop,,4
1345,280,Clothing,334.52,2025-06-14,desktop,FLASH30,4
1346,614,Home & Garden,17.78,2025-12-21,mobile,SAVE10,5
1347,488,Electronics,451.71,2025-12-11,mobile,,5
1348,714,Beauty,249.6,2025-07-21,tablet,SUMMER20,1
1349,552,Electronics,447.36,2025-12-10,desktop,SUMMER20,3
1350,386,Toys,304.64,2025-07-18,mobile,SAVE10,1
1351,474,Home & Garden,468.76,2025-08-16,mobile,FLASH30,1
1352,777,Home & Garden,343.47,2025-12-30,desktop,FLASH30,1
1353,629,Beauty,158.56,2025-04-24,mobile,,3
1354,38,Home & Garden,251.49,2025-12-27,tablet,FLASH30,1
1355,201,Toys,322.83,2025-02-26,desktop,,2
1356,566,Clothing,333.32,2025-10-17,tablet,WELCOME15,1
1357,603,Clothing,375.53,2025-03-07,desktop,FLASH30,5
1358,747,Toys,144.42,2025-12-14,mobile,,5
1359,465,Electronics,469.57,2025-11-25,tablet,SAVE10,3
1360,443,Toys,497.6,2025-05-21,mobile,,4
1361,371,Sports,381.92,2025-04-25,mobile,,4
1362,546,Books,164.96,2025-07-20,mobile,,1
1363,586,Toys,22.43,2025-04-26,tablet,,1
1364,256,Clothing,90.6,2025-06-09,mobile,SUMMER20,1
1365,492,Books,405.95,2025-10-31,tablet,,3
1366,254,Electronics,242.05,2025-06-24,mobile,,5
1367,243,Electronics,390.12,2025-11-14,desktop,SUMMER20,4
1368,593,Electronics,51.91,2025-02-01,mobile,,3
1369,711,Electronics,393.5,2025-02-01,desktop,SAVE10,3
1370,626,Beauty,221.6,2025-02-22,tablet,SAVE10,5
1371,54,Home & Garden,426.47,2025-07-25,mobile,,2
1372,614,Toys,333.26,2025-01-06,desktop,,4
1373,439,Sports,313.42,2025-06-23,tablet,SAVE10,4
1374,530,Home & Garden,298.03,2025-02-25,mobile,SAVE10,5
1375,731,Electronics,300.51,2025-04-10,tablet,WELCOME15,5
1376,263,Home & Garden,216.29,2025-11-14,desktop,WELCOME15,2
1377,141,Toys,31.59,2025-03-07,desktop,,5
1378,668,Toys,185.29,2025-10-26,tablet,WELCOME15,2
1379,481,Home & Garden,305.63,2025-05-30,desktop,SAVE10,5
1380,601,Beauty,342.37,2025-01-30,mobile,SAVE10,4
1381,353,Clothing,488.49,2025-11-24,mobile,SUMMER20,3
1382,194,Beauty,243.11,2025-12-21,desktop,,5
1383,580,Home & Garden,311.89,2025-08-03,desktop,WELCOME15,1
1384,466,Toys,456.17,2025-09-11,mobile,SAVE10,2
1385,710,Clothing,238.6,2025-04-20,mobile,,3
1386,758,Books,110.61,2025-04-05,mobile,,1
1387,76,Home & Garden,24.71,2025-02-28,mobile,,4
1388,200,Beauty,296.99,2025-07-04,mobile,SAVE10,2
1389,203,Home & Garden,95.33,2025-05-15,tablet,WELCOME15,3
1390,568,Clothing,97.49,2025-01-12,mobile,,1
1391,22,Toys,341.95,2025-07-14,tablet,SUMMER20,3
1392,216,Home & Garden,233.54,2025-07-09,desktop,WELCOME15,5
1393,639,Books,440.41,2025-02-03,mobile,WELCOME15,2
1394,195,Clothing,270.95,2025-12-22,desktop,,5
1395,440,Beauty,129.83,2025-01-24,tablet,FLASH30,5
1396,302,Toys,82.8,2025-05-07,mobile,,2
1397,521,Sports,444.06,2025-04-18,tablet,SUMMER20,4
1398,680,Sports,41.79,2025-09-18,desktop,,4
1399,532,Books,97.71,2025-12-31,desktop,,4
1400,486,Home & Garden,294.78,2025-11-23,tablet,SAVE10,2
1401,225,Clothing,231.52,2025-05-01,desktop,FLASH30,3
1402,436,Books,289.97,2025-07-11,desktop,SUMMER20,2
1403,770,Electronics,154.57,2025-09-23,desktop,FLASH30,5
1404,43,Books,261.01,2025-06-22,desktop,,4
1405,443,Books,190.08,2025-09-12,desktop,,4
1406,26,Clothing,226.43,2025-05-16,tablet,SUMMER20,3
1407,85,Home & Garden,422.88,2025-09-20,tablet,SUMMER20,3
1408,234,Electronics,68.11,2025-07-04,mobile,FLASH30,3
1409,202,Beauty,171.33,2025-06-04,tablet,,2
1410,723,Sports,499.02,2025-10-06,desktop,SAVE10,3
1411,289,Toys,179.85,2025-07-26,desktop,SAVE10,4
1412,670,Sports,494.74,2025-03-18,desktop,FLASH30,2
1413,741,Beauty,112.84,2025-04-30,tablet,,4
1414,349,Toys,52.08,2025-04-07,desktop,,2
1415,450,Books,427.94,2025-01-16,desktop,WELCOME15,5
1416,132,Home & Garden,472.24,2025-01-05,desktop,,3
1417,231,Books,218.6,2025-07-26,tablet,,3
1418,602,Electronics,288.11,2025-01-17,mobile,WELCOME15,3
1419,582,Beauty,401.58,2025-11-08,tablet,,4
1420,210,Books,41.22,2025-07-17,mobile,,1
1421,337,Sports,481.35,2025-11-24,desktop,SUMMER20,2
1422,107,Beauty,280.92,2025-01-17,tablet,,1
1423,192,Clothing,44.05,2025-07-17,desktop,FLASH30,2
1424,299,Beauty,266.95,2025-08-21,mobile,,5
1425,12,Clothing,170.12,2025-07-30,desktop,WELCOME15,1
1426,133,Sports,215.02,2025-02-05,desktop,FLASH30,2
1427,211,Home & Garden,221.78,2025-12-30,tablet,,2
1428,619,Sports,470.19,2025-10-28,mobile,,3
1429,207,Electronics,495.63,2025-08-17,mobile,,5
1430,253,Sports,171.16,2025-10-19,desktop,,4
1431,590,Electronics,371.27,2025-05-28,tablet,,3
1432,718,Toys,358.71,2025-06-02,desktop,WELCOME15,4
1433,256,Clothing,450.98,2025-08-10,desktop,,2
1434,716,Sports,56.81,2025-12-24,mobile,FLASH30,2
1435,281,Beauty,273.49,2025-12-08,mobile,FLASH30,4
1436,422,Toys,280.88,2025-07-08,mobile,SUMMER20,5
1437,785,Toys,169.75,2025-08-19,mobile,,2
1438,519,Electronics,236.46,2025-02-07,tablet,,4
1439,352,Beauty,205.68,2025-04-10,desktop,SAVE10,1
1440,257,Electronics,357.46,2025-03-11,desktop,,4
1441,473,Electronics,50.45,2025-12-03,mobile,,2
1442,483,Toys,146.78,2025-03-24,mobile,SAVE10,5
